Name,Type,Parent Object,Description,IsParent,Associated Parent
Application.isValid,Property,Application,indicates if this object is still valid ie hasnt been deleted or some other action done to invalidate the referencedefined in and the header file is adskcoreapplicationapplicationh,False,ApplicationEventHandler
Application.materialLibraries,Property,Application,returns the collection of material libraries currently availabledefined in and the header file is adskcoreapplicationapplicationh,False,ApplicationEventHandler
Application.measureManager,Property,Application,get the measuremanager object which can be used to perform measurements of geometrydefined in and the header file is adskcoreapplicationapplicationh,False,ApplicationEventHandler
Application.objectType,Property,Application,returns a string indicating the type of the objectdefined in and the header file is adskcoreapplicationapplicationh,False,ApplicationEventHandler
Application.onlineStatusChanged,Event,Application,the onlinestatuschanged event fires immediately after fusion 360 goes online or offline this event fires whether or not the online status was changed deliberately by the user by using the fusion 360 work offline command or because of inadvertent networkinternet connectivity issues you can get the isoffline property of applicationeventargs to determine whether fusion 360 has gone offline or has come back online the client can add or remove applicationeventhandlers from the applicationeventdefined in and the header file is adskcoreapplicationapplicationh,False,ApplicationEventHandler
Application.openedFromURL,Event,Application,the openedfromurl event fires after the user has clicked a link in a web page that uses the fusion 360 protocol handler to create a new using an existing file as the initial contents and that operation has completeddefined in and the header file is adskcoreapplicationapplicationh,False,ApplicationEventHandler
Application.openingFromURL,Event,Application,the openingfromurl event fires when the user has clicked a link in a web page that uses the fusion 360 protocol handler to create a new file using an existing file as the initial contents this event is fired at the beginning of the request but before fusion 360 has take any action so that its still possible to cancel the operationdefined in and the header file is adskcoreapplicationapplicationh,False,ApplicationEventHandler
Application.pointTolerance,Property,Application,the modeling tolerance used internally when comparing two points the value is in centimetersdefined in and the header file is adskcoreapplicationapplicationh,False,ApplicationEventHandler
Application.preferences,Property,Application,provides access to all of the application preferencesdefined in and the header file is adskcoreapplicationapplicationh,False,ApplicationEventHandler
Application.registerCustomEvent,Method,Application,this registers a new customevent which is intended to be primarily used used to send an event from a worker thread youve created back to your addin running in the primary thread its also possible that two addins could be cooperating and another addin can fire the event to your addindefined in and the header file is adskcoreapplicationapplicationh,False,ApplicationEventHandler
Application.startupCompleted,Event,Application,the startupcompleted event fires after fusion 360 has completed its initialization this includes initialization of all the addins loaded at startup the client can add or remove applicationeventhandlers from the applicationeventdefined in and the header file is adskcoreapplicationapplicationh,False,ApplicationEventHandler
Application.supportedProductTypes,Property,Application,returns an array containing the names of the products types currently supported by fusion 360 for example the name returned for fusion 360 is designproducttype these product type names are used to identify specific products in some other api functions such as the producttype property on the workspace and toolbarpanel objectsdefined in and the header file is adskcoreapplicationapplicationh,False,ApplicationEventHandler
Application.unregisterCustomEvent,Method,Application,unregisters an existing customeventdefined in and the header file is adskcoreapplicationapplicationh,False,ApplicationEventHandler
